Approved symbol	Approved name	Synonyms
OR56A3	olfactory receptor family 56 subfamily A member 3	
OR56A4	olfactory receptor family 56 subfamily A member 4	
OR56A5	olfactory receptor family 56 subfamily A member 5	
OR56B1	olfactory receptor family 56 subfamily B member 1	
OR56B4	olfactory receptor family 56 subfamily B member 4	
ORAI1	ORAI calcium release-activated calcium modulator 1	FLJ14466, CRACM1
ORAI2	ORAI calcium release-activated calcium modulator 2	CBCIP2, FLJ12474, FLJ14733, H_NH0514P08.8
ORAI3	ORAI calcium release-activated calcium modulator 3	MGC13024
ORC1	origin recognition complex subunit 1	HSORC1, PARC1
ORC2	origin recognition complex subunit 2	
ORC3	origin recognition complex subunit 3	IMAGE50150, LATHEO
ORC4	origin recognition complex subunit 4	HsORC4, Orc4p
ORC5	origin recognition complex subunit 5	Orc5p, ORC5T, PPP1R117
ORC6	origin recognition complex subunit 6	
ORM1	orosomucoid 1	
ORM2	orosomucoid 2	AGP-B, AGP-B', AGP2
ORMDL1	ORMDL sphingolipid biosynthesis regulator 1	
ORMDL2	ORMDL sphingolipid biosynthesis regulator 2	HSPC160, adoplin-2, MST095, MSTP095
ORMDL3	ORMDL sphingolipid biosynthesis regulator 3	
OS9	OS9 endoplasmic reticulum lectin	OS-9, ERLEC2
OSBP	oxysterol binding protein	OSBP1
OSBP2	oxysterol binding protein 2	KIAA1664, ORP-4, ORP4
OSBPL1A	oxysterol binding protein like 1A	ORP-1, ORP1
OSBPL2	oxysterol binding protein like 2	KIAA0772, ORP-2, DFNA67
OSBPL3	oxysterol binding protein like 3	ORP-3, ORP3, KIAA0704
OSBPL5	oxysterol binding protein like 5	KIAA1534, ORP5, OBPH1
OSBPL6	oxysterol binding protein like 6	ORP6
OSBPL7	oxysterol binding protein like 7	ORP7, MGC71150
OSBPL8	oxysterol binding protein like 8	OSBP10, ORP8, MST120, MSTP120
OSBPL9	oxysterol binding protein like 9	
OSBPL10	oxysterol binding protein like 10	
OSBPL11	oxysterol binding protein like 11	ORP-11, ORP11, FLJ13012, FLJ13164
OSCAR	osteoclast associated Ig-like receptor	
OSCP1	organic solute carrier partner 1	NOR1
OSER1	oxidative stress responsive serine rich 1	dJ1183I21.1, HSPC207, Perit1, Osr1
OSGEP	O-sialoglycoprotein endopeptidase	PRSMG1, GCPL1, OSGEP1, KAE1, TCS3
OSGEPL1	O-sialoglycoprotein endopeptidase like 1	Qri7, OSGEPL
OSGIN1	oxidative stress induced growth inhibitor 1	BDGI, OKL38
OSGIN2	oxidative stress induced growth inhibitor family member 2	hT41
OSM	oncostatin M	MGC20461
OSMR	oncostatin M receptor	OSMRB, OSMRbeta
OSR1	odd-skipped related transcription factor 1	
OSR2	odd-skipped related transciption factor 2	FLJ90037
OST4	oligosaccharyltransferase complex subunit 4, non-catalytic	
OSTC	oligosaccharyltransferase complex non-catalytic subunit	DC2
OSTF1	osteoclast stimulating factor 1	SH3P2, OSF, bA235O14.1
OSTM1	osteoclastogenesis associated transmembrane protein 1	HSPC019, GL
OSTN	osteocrin	
OTC	ornithine carbamoyltransferase	
OTOA	otoancorin	CT108
OTOF	otoferlin	FER1L2, DFNB6
OTOG	otogelin	mlemp, OTGN, FLJ46346
OTOGL	otogelin like	FLJ90579
OTOL1	otolin 1	C1QTNF15, C1QTNF16
OTOP1	otopetrin 1	
OTOP2	otopetrin 2	
OTOP3	otopetrin 3	
OTOR	otoraplin	MIAL, MIAL1, FDP
OTOS	otospiralin	OTOSP
OTP	orthopedia homeobox	
OTUB1	OTU deubiquitinase, ubiquitin aldehyde binding 1	FLJ20113, FLJ40710
OTUB2	OTU deubiquitinase, ubiquitin aldehyde binding 2	FLJ21916, MGC3102
OTUD1	OTU deubiquitinase 1	DUBA7
OTUD3	OTU deubiquitinase 3	KIAA0459, DUBA4
OTUD4	OTU deubiquitinase 4	HSHIN1, KIAA1046, DUBA6
OTUD5	OTU deubiquitinase 5	DKFZp761A052, DUBA
OTUD6A	OTU deubiquitinase 6A	FLJ25831, HSHIN6, DUBA2
OTUD6B	OTU deubiquitinase 6B	CGI-77, DUBA5
OTUD7A	OTU deubiquitinase 7A	CEZANNE2
OTUD7B	OTU deubiquitinase 7B	CEZANNE
OTULIN	OTU deubiquitinase with linear linkage specificity	FLJ34884
OTULINL	OTU deubiquitinase with linear linkage specificity like	FLJ11127, NET20
OTX1	orthodenticle homeobox 1	
OTX2	orthodenticle homeobox 2	
OVCA2	OVCA2 serine hydrolase domain containing	
OVCH1	ovochymase 1	OVCH
OVCH2	ovochymase 2 (gene/pseudogene)	OVTN
OVGP1	oviductal glycoprotein 1	CHIT5
OVOL1	ovo like transcriptional repressor 1	HOVO1
OVOL2	ovo like zinc finger 2	bA504H3.3, HOVO2, CHED
OVOL3	ovo like zinc finger 3	HOVO3
OXA1L	OXA1L mitochondrial inner membrane protein	MGC133129, OXA1
OXCT1	3-oxoacid CoA-transferase 1	SCOT
OXCT2	3-oxoacid CoA-transferase 2	FKSG25, FLJ00030, SCOT-T
OXER1	oxoeicosanoid receptor 1	GPCR, TG1019, GPR170
OXGR1	oxoglutarate receptor 1	P2RY15, P2Y15, aKGR
OXLD1	oxidoreductase like domain containing 1	MGC104712
OXNAD1	oxidoreductase NAD binding domain containing 1	MGC15763
OXR1	oxidation resistance 1	TLDC3
OXSM	3-oxoacyl-ACP synthase, mitochondrial	KS, FLJ20604, FASN2D, CEM1
OXSR1	oxidative stress responsive kinase 1	KIAA1101
OXT	oxytocin/neurophysin I prepropeptide	OXT-NPI, OT-NPI
OXTR	oxytocin receptor	
P2RX1	purinergic receptor P2X 1	P2X1
P2RX2	purinergic receptor P2X 2	P2X2
P2RX3	purinergic receptor P2X 3	P2X3
P2RX4	purinergic receptor P2X 4	P2X4
P2RX5	purinergic receptor P2X 5	P2X5, LRH-1
P2RX6	purinergic receptor P2X 6	P2XM, MGC129625, P2X6
P2RX7	purinergic receptor P2X 7	P2X7, MGC20089
P2RY1	purinergic receptor P2Y1	P2Y1, SARCC
P2RY2	purinergic receptor P2Y2	P2U
P2RY4	pyrimidinergic receptor P2Y4	NRU, P2Y4, UNR, P2P
P2RY6	pyrimidinergic receptor P2Y6	P2Y6
P2RY8	P2Y receptor family member 8	P2Y8
P2RY10	P2Y receptor family member 10	P2Y10
P2RY11	purinergic receptor P2Y11	P2Y11
P2RY12	purinergic receptor P2Y12	P2Y12, SP1999, HORK3
P2RY13	purinergic receptor P2Y13	FKSG77, P2Y13
P2RY14	purinergic receptor P2Y14	KIAA0001
P3H1	prolyl 3-hydroxylase 1	GROS1, LEPRECAN, MGC117314
P3H2	prolyl 3-hydroxylase 2	FLJ10718, MLAT4
P3H3	prolyl 3-hydroxylase 3	GRCB, HSU47926
P3H4	prolyl 3-hydroxylase family member 4 (inactive)	SC65, NO55
P3R3URF	PIK3R3 upstream reading frame	
P4HA1	prolyl 4-hydroxylase subunit alpha 1	C-P4Halpha(I)
P4HA2	prolyl 4-hydroxylase subunit alpha 2	C-P4Halpha(II)
P4HA3	prolyl 4-hydroxylase subunit alpha 3	C-P4Halpha(III)
P4HB	prolyl 4-hydroxylase subunit beta	PDIA1, PROHB, DSI, GIT, PDI, PO4HB, P4Hbeta
P4HTM	prolyl 4-hydroxylase, transmembrane	P4H-TM, PHD4, PH4, HIFPH4, FLJ20262, EGLN4, PH-4
PA2G4	proliferation-associated 2G4	
PAAF1	proteasomal ATPase associated factor 1	FLJ11848, Rpn14
PABPC1	poly(A) binding protein cytoplasmic 1	PABP1, PABPL1
PABPC1L	poly(A) binding protein cytoplasmic 1 like	dJ1069P2.3, PABPC1L1, ePAB
PABPC1L2A	poly(A) binding protein cytoplasmic 1 like 2A	
PABPC1L2B	poly(A) binding protein cytoplasmic 1 like 2B	
PABPC3	poly(A) binding protein cytoplasmic 3	PABP3, tPABP
PABPC4	poly(A) binding protein cytoplasmic 4	iPABP, APP-1
PABPC4L	poly(A) binding protein cytoplasmic 4 like	
PABPC5	poly(A) binding protein cytoplasmic 5	PABP5
PABPN1	poly(A) binding protein nuclear 1	PAB2
PABPN1L	PABPN1 like, cytoplasmic	ePABP2
PACC1	proton activated chloride channel 1	FLJ10874, PAC
PACRG	parkin coregulated	PARK2CRG, FLJ32724, Glup, HAK005771
PACRGL	parkin coregulated like	MGC29898
PACS1	phosphofurin acidic cluster sorting protein 1	FLJ10209, KIAA1175
PACS2	phosphofurin acidic cluster sorting protein 2	KIAA0602
PACSIN1	protein kinase C and casein kinase substrate in neurons 1	SDPI
PACSIN2	protein kinase C and casein kinase substrate in neurons 2	SDPII
PACSIN3	protein kinase C and casein kinase substrate in neurons 3	SDPIII
PADI1	peptidyl arginine deiminase 1	HPAD10, PDI1, PDI, PAD1
PADI2	peptidyl arginine deiminase 2	KIAA0994, PDI2
PADI3	peptidyl arginine deiminase 3	PDI3
PADI4	peptidyl arginine deiminase 4	PAD, PDI5, PDI4
PADI6	peptidyl arginine deiminase 6	
PAEP	progestagen associated endometrial protein	PEP, PP14, GdA, GdS, GdF, PAEG, GD, MGC138509, MGC142288
PAF1	PAF1 homolog, Paf1/RNA polymerase II complex component	PD2, F23149_1, FLJ11123
PAFAH1B1	platelet activating factor acetylhydrolase 1b regulatory subunit 1	LIS1, PAFAH, NudF
PAFAH1B2	platelet activating factor acetylhydrolase 1b catalytic subunit 2	
PAFAH1B3	platelet activating factor acetylhydrolase 1b catalytic subunit 3	
PAFAH2	platelet activating factor acetylhydrolase 2	HSD-PLA2
PAG1	phosphoprotein membrane anchor with glycosphingolipid microdomains 1	PAG, CBP
PAGE1	PAGE family member 1	PAGE-1, GAGE-9, CT16.3
PAGE2	PAGE family member 2	MGC62094, PAGE-2, CT16.4
PAGE2B	PAGE family member 2B	CT16.5
PAGE3	PAGE family member 3	PAGE-3, CT16.6
PAGE4	PAGE family member 4	PAGE-4, CT16.7
PAGE5	PAGE family member 5	PAGE-5, CT16.1, CT16.2
PAGR1	PAXIP1 associated glutamate rich protein 1	MGC4606, GAS, PA1
PAH	phenylalanine hydroxylase	PH
PAICS	phosphoribosylaminoimidazole carboxylase and phosphoribosylaminoimidazolesuccinocarboxamide synthase	ADE2H1, AIRC
PAIP1	poly(A) binding protein interacting protein 1	
PAIP2	poly(A) binding protein interacting protein 2	PAIP2A
PAIP2B	poly(A) binding protein interacting protein 2B	KIAA1155
PAK1	p21 (RAC1) activated kinase 1	
PAK1IP1	PAK1 interacting protein 1	FLJ20624, hPIP1, PIP1, bA421M1.5, MAK11, WDR84
PAK2	p21 (RAC1) activated kinase 2	PAK65, PAKgamma
PAK3	p21 (RAC1) activated kinase 3	hPAK3, bPAK
PAK4	p21 (RAC1) activated kinase 4	
PAK5	p21 (RAC1) activated kinase 5	KIAA1264
PAK6	p21 (RAC1) activated kinase 6	PAK5
PALB2	partner and localizer of BRCA2	FLJ21816, FANCN
PALD1	phosphatase domain containing paladin 1	
PALLD	palladin, cytoskeletal associated protein	KIAA0992, SIH002, CGI-151
PALM	paralemmin	KIAA0270, PALM1
PALM2	paralemmin 2	
PALM2AKAP2	PALM2 and AKAP2 fusion	
PALM3	paralemmin 3	
PALMD	palmdelphin	FLJ20271, PALML
PAM	peptidylglycine alpha-amidating monooxygenase	PAL, PHM
PAM16	presequence translocase associated motor 16	Magmas, Tim16, TIMM16
PAMR1	peptidase domain containing associated with muscle regeneration 1	RAMP, DKFZP586H2123
PAN2	poly(A) specific ribonuclease subunit PAN2	KIAA0710, hPAN2
PAN3	poly(A) specific ribonuclease subunit PAN3	
PANK1	pantothenate kinase 1	MGC24596, PANK1a, PANK1b
PANK2	pantothenate kinase 2	HSS, FLJ11729, PKAN, HARP
PANK3	pantothenate kinase 3	FLJ12899
PANK4	pantothenate kinase 4 (inactive)	FLJ10782
PANO1	proapoptotic nucleolar protein 1	PANO
PANX1	pannexin 1	MRS1, UNQ2529, PX1
PANX2	pannexin 2	hPANX2, PX2
PANX3	pannexin 3	Px3
PAOX	polyamine oxidase	PAO
PAPLN	papilin, proteoglycan like sulfated glycoprotein	MGC50452
PAPOLA	poly(A) polymerase alpha	PAP
PAPOLB	poly(A) polymerase beta	PAPT
PAPOLG	poly(A) polymerase gamma	FLJ12972
PAPPA	pappalysin 1	PAPP-A, PAPPA1, IGFBP-4ase, PAPA, ASBABP2, DIPLA1
PAPPA2	pappalysin 2	PAPPE, PAPP-A2
PAPSS1	3'-phosphoadenosine 5'-phosphosulfate synthase 1	ATPSK1, PAPSS
PAPSS2	3'-phosphoadenosine 5'-phosphosulfate synthase 2	ATPSK2
PAQR3	progestin and adipoQ receptor family member 3	
PAQR4	progestin and adipoQ receptor family member 4	FLJ30002
PAQR5	progestin and adipoQ receptor family member 5	FLJ20190, MPRG
PAQR6	progestin and adipoQ receptor family member 6	FLJ22672, PRdelta
PAQR7	progestin and adipoQ receptor family member 7	mSR, MPRA
PAQR8	progestin and adipoQ receptor family member 8	LMPB1, MPRB
PAQR9	progestin and adipoQ receptor family member 9	FLJ41938
PARD3	par-3 family cell polarity regulator	PAR3, PARD3A, Bazooka, Baz, ASIP, PPP1R118
PARD3B	par-3 family cell polarity regulator beta	Par3L, PAR3beta
PARD6A	par-6 family cell polarity regulator alpha	PAR-6, PAR-6A, TAX40, PAR6alpha, TIP-40
PARD6B	par-6 family cell polarity regulator beta	PAR-6B
PARD6G	par-6 family cell polarity regulator gamma	PAR-6G, PAR6gamma
PARG	poly(ADP-ribose) glycohydrolase	
PARK7	Parkinsonism associated deglycase	DJ-1, DJ1, GATD2
PARL	presenilin associated rhomboid like	PRO2207, PSARL1, RHBDS1
PARM1	prostate androgen-regulated mucin-like protein 1	DKFZP564O0823, Cipar1, WSC4
PARN	poly(A)-specific ribonuclease	DAN
PARP1	poly(ADP-ribose) polymerase 1	PARP
PARP2	poly(ADP-ribose) polymerase 2	
PARP3	poly(ADP-ribose) polymerase family member 3	ADPRT3, IRT1, hPARP-3, pADPRT-3
PARP4	poly(ADP-ribose) polymerase family member 4	VAULT3, p193, VPARP, VWA5C
PARP6	poly(ADP-ribose) polymerase family member 6	pART17
PARP8	poly(ADP-ribose) polymerase family member 8	FLJ21308, pART16
PARP9	poly(ADP-ribose) polymerase family member 9	BAL, BAL1
PARP10	poly(ADP-ribose) polymerase family member 10	FLJ14464
PARP11	poly(ADP-ribose) polymerase family member 11	
PARP12	poly(ADP-ribose) polymerase family member 12	FLJ22693, PARP-12, ZC3H1
PARP14	poly(ADP-ribose) polymerase family member 14	KIAA1268, pART8
PARP15	poly(ADP-ribose) polymerase family member 15	FLJ40597, pART7
PARP16	poly(ADP-ribose) polymerase family member 16	FLJ20509, FLJ25281, pART15
PARPBP	PARP1 binding protein	FLJ20641, PARI
PARS2	prolyl-tRNA synthetase 2, mitochondrial	DKFZp727A071
PARVA	parvin alpha	FLJ12254, FLJ10793
PARVB	parvin beta	CGI-56
PARVG	parvin gamma	
PASD1	PAS domain containing repressor 1	CT63
PASK	PAS domain containing serine/threonine kinase	PASKIN, KIAA0135, STK37
PATE1	prostate and testis expressed 1	PATE
PATE2	prostate and testis expressed 2	UNQ3112, LVLF3112, PATE-M
PATE3	prostate and testis expressed 3	PATE-DJ, HEL-127
PATE4	prostate and testis expressed 4	FLJ41047, PATE-B
PATJ	PATJ crumbs cell polarity complex component	Cipp
PATL1	PAT1 homolog 1, processing body mRNA decay factor	FLJ36874, Pat1b
PATL2	PAT1 homolog 2	Pat1a
PATZ1	POZ/BTB and AT hook containing zinc finger 1	MAZR, dJ400N23, ZBTB19, ZSG, RIAZ, PATZ
PAWR	pro-apoptotic WT1 regulator	par-4, PAR4
PAX1	paired box 1	
PAX2	paired box 2	
PAX3	paired box 3	HUP2
PAX4	paired box 4	MODY9
PAX5	paired box 5	BSAP
PAX6	paired box 6	D11S812E, AN, WAGR
PAX7	paired box 7	Hup1
PAX8	paired box 8	
PAX9	paired box 9	
PAXBP1	PAX3 and PAX7 binding protein 1	GCFC, fSAP105
PAXIP1	PAX interacting protein 1	CAGF29, CAGF28, TNRC2, PTIP
PAXX	PAXX non-homologous end joining factor	XLS
PBDC1	polysaccharide biosynthesis domain containing 1	MGC874
PBK	PDZ binding kinase	TOPK, FLJ14385, Nori-3, SPK, CT84
PBLD	phenazine biosynthesis like protein domain containing	MAWBP, MAWDBP, FLJ14767
PBOV1	prostate and breast cancer overexpressed 1	UC28, UROC28
PBRM1	polybromo 1	BAF180, PB1
PBX1	PBX homeobox 1	
PBX2	PBX homeobox 2	G17, HOX12, PBX2MHC
PBX3	PBX homeobox 3	
PBX4	PBX homeobox 4	
PBXIP1	PBX homeobox interacting protein 1	HPIP
PC	pyruvate carboxylase	PCB
PCARE	photoreceptor cilium actin regulator	FLJ34931, RP54
PCBD1	pterin-4 alpha-carbinolamine dehydratase 1	PCD
PCBD2	pterin-4 alpha-carbinolamine dehydratase 2	DCOHM, DCOH2
PCBP1	poly(rC) binding protein 1	HNRPE1, hnRNP-E1, HNRPX, hnRNP-X
PCBP2	poly(rC) binding protein 2	HNRPE2, hnRNP-E2, HNRNPE2
PCBP3	poly(rC) binding protein 3	FLJ44028
PCBP4	poly(rC) binding protein 4	MCG10, LIP4
PCCA	propionyl-CoA carboxylase subunit alpha	
PCCB	propionyl-CoA carboxylase subunit beta	
PCDH1	protocadherin 1	pc42
PCDH7	protocadherin 7	BH-Pcdh, PPP1R120
PCDH8	protocadherin 8	PAPC, ARCADLIN
PCDH9	protocadherin 9	
PCDH10	protocadherin 10	OL-PCDH, KIAA1400
PCDH11X	protocadherin 11 X-linked	PCDH-X, PCDHX, PPP1R119
PCDH11Y	protocadherin 11 Y-linked	PCDHY
PCDH12	protocadherin 12	VE-cadherin-2
PCDH15	protocadherin related 15	CDHR15
PCDH17	protocadherin 17	PCDH68, PCH68
PCDH18	protocadherin 18	KIAA1562, PCDH68L
PCDH19	protocadherin 19	KIAA1313, EIEE9
PCDH20	protocadherin 20	PCDH13, FLJ22218
PCDHA@	protocadherin alpha cluster, complex locus	CNR1
PCDHB@	protocadherin beta cluster	PCDH3
PCDHG@	protocadherin gamma cluster	PCDH2, PCDH4
PCED1A	PC-esterase domain containing 1A	bA12M19.1, FLJ22376
PCED1B	PC-esterase domain containing 1B	MGC16044
PCF11	PCF11 cleavage and polyadenylation factor subunit	KIAA0824
PCGF1	polycomb group ring finger 1	NSPC1, RNF68, MGC10882
PCGF2	polycomb group ring finger 2	MEL-18
PCGF3	polycomb group ring finger 3	FLJ36550, DONG1, RNF3A, MGC40413
PCGF5	polycomb group ring finger 5	MGC16202
PCGF6	polycomb group ring finger 6	MBLR
PCID2	PCI domain containing 2	FLJ11305
PCIF1	PDX1 C-terminal inhibiting factor 1	bA465L10.1, PPP1R121
PCK1	phosphoenolpyruvate carboxykinase 1	PEPCK-C
PCK2	phosphoenolpyruvate carboxykinase 2, mitochondrial	PEPCK, PEPCK2
PCLAF	PCNA clamp associated factor	NS5ATP9, OEATC-1, p15(PAF), PAF15
PCLO	piccolo presynaptic cytomatrix protein	KIAA0559, DKFZp779G1236, ACZ
PCM1	pericentriolar material 1	PTC4
PCMT1	protein-L-isoaspartate (D-aspartate) O-methyltransferase	
PCMTD1	protein-L-isoaspartate (D-aspartate) O-methyltransferase domain containing 1	FLJ10883
PCMTD2	protein-L-isoaspartate (D-aspartate) O-methyltransferase domain containing 2	FLJ10883
PCNA	proliferating cell nuclear antigen	
PCNP	PEST proteolytic signal containing nuclear protein	
PCNT	pericentrin	KEN, KIAA0402, PCN, PCNTB, SCKL4
PCNX1	pecanex 1	KIAA0995, KIAA0805, pecanex
PCNX2	pecanex 2	KIAA0435, FLJ11383
PCNX3	pecanex 3	FLJ22427
PCNX4	pecanex 4	
PCOLCE	procollagen C-endopeptidase enhancer	PCPE, PCPE1
PCOLCE2	procollagen C-endopeptidase enhancer 2	PCPE2
PCP2	Purkinje cell protein 2	MGC41903, GPSM4
PCP4	Purkinje cell protein 4	PEP-19
PCP4L1	Purkinje cell protein 4 like 1	IQM1
PCSK1	proprotein convertase subtilisin/kexin type 1	PC1, PC3, SPC3
PCSK1N	proprotein convertase subtilisin/kexin type 1 inhibitor	SAAS, SgVIII, SCG8, proSAAS, PEN, BigLEN
PCSK2	proprotein convertase subtilisin/kexin type 2	PC2, SPC2
PCSK4	proprotein convertase subtilisin/kexin type 4	PC4, SPC5, DKFZp434B217, MGC34749
PCSK5	proprotein convertase subtilisin/kexin type 5	PC5, PC6, SPC6
PCSK6	proprotein convertase subtilisin/kexin type 6	SPC4
PCSK7	proprotein convertase subtilisin/kexin type 7	PC7, PC8, LPC, SPC7
PCSK9	proprotein convertase subtilisin/kexin type 9	NARC-1, FH3
PCTP	phosphatidylcholine transfer protein	STARD2
PCYOX1	prenylcysteine oxidase 1	KIAA0908, PCL1
PCYOX1L	prenylcysteine oxidase 1 like	MGC3265
PCYT1A	phosphate cytidylyltransferase 1, choline, alpha	CT, CTPCT
PCYT1B	phosphate cytidylyltransferase 1, choline, beta	CCT-beta, CTB
PCYT2	phosphate cytidylyltransferase 2, ethanolamine	ET
